ListingID,City,PropertyType,BHK,Bathrooms,Balconies,Furnishing,CarpetArea_sqft,Floor,TotalFloors,BuildingType,YearBuilt,AgeYears,Facing,Price_INR
HP01251,Chennai,Villa,4,5,1,Semi-Furnished,1779,0,3,Low Rise,2011,14,East,28430000
HP01710,Delhi NCR,Apartment,3,3,1,Unfurnished,1572,7,7,Mid Rise,2009,16,South-East,18910000
HP01573,Pune,Penthouse,3,4,2,Semi-Furnished,1806,21,23,High Rise,2014,11,North-West,28520000
HP00675,Hyderabad,Penthouse,3,3,2,Unfurnished,1634,2,35,High Rise,2021,4,North-East,23310000
HP01129,Kolkata,Apartment,2,3,1,Semi-Furnished,752,9,13,High Rise,2018,7,North,8160000
HP01950,Bengaluru,Apartment,2,3,1,Unfurnished,1192,5,8,Gated Community,2010,15,West,16720000
HP00682,Pune,Studio,0,2,1,Unfurnished,337,0,3,Standalone Building,2014,11,East,3630000
HP02294,Pune,Apartment,2,3,3,Unfurnished,917,6,8,Gated Community,2023,2,South-West,13050000
HP00075,Chennai,Row House,3,3,1,Semi-Furnished,1094,1,3,Standalone Building,2015,10,East,14890000
HP01408,Chennai,Apartment,2,3,1,Semi-Furnished,1241,20,38,High Rise,2011,14,East,16510000
HP00408,Chennai,Apartment,2,2,1,Unfurnished,741,25,25,High Rise,2016,9,South-East,10320000
HP00749,Ahmedabad,Apartment,2,2,2,Unfurnished,1161,11,12,Gated Community,2018,7,North,8110000
HP01188,Kolkata,Apartment,3,3,1,Unfurnished,1573,6,35,High Rise,2001,24,North-East,14020000
HP00138,Delhi NCR,Apartment,4,4,2,Furnished,2484,5,8,Mid Rise,2013,12,West,33690000
HP01049,MMR,Apartment,2,3,2,Furnished,824,8,8,Mid Rise,2016,9,North,18990000
HP02116,Hyderabad,Apartment,3,4,2,Semi-Furnished,1380,26,40,High Rise,2025,0,West,16390000
HP00918,Pune,Penthouse,5,6,1,Semi-Furnished,3682,9,17,High Rise,2020,5,South-East,69670000
HP01634,Pune,Apartment,3,3,2,Unfurnished,1687,1,2,Low Rise,2008,17,North-East,18160000
HP00377,Bengaluru,Studio,0,2,0,Furnished,323,3,5,Standalone Building,2006,19,South-West,3170000
HP02219,Hyderabad,Apartment,3,3,1,Furnished,1360,9,9,Mid Rise,2018,7,South-West,16520000
HP02117,Ahmedabad,Studio,0,1,0,Semi-Furnished,524,9,35,High Rise,2021,4,South-West,3000000
HP01700,Kolkata,Independent House,4,5,1,Semi-Furnished,1577,8,9,Gated Community,2023,2,North-East,19430000
HP00687,Chennai,Apartment,2,2,1,Semi-Furnished,857,9,10,Gated Community,2011,14,South-East,10710000
HP01400,Ahmedabad,Apartment,3,3,3,Unfurnished,1651,18,36,High Rise,2025,0,South-West,12340000
HP01298,MMR,Apartment,2,3,1,Semi-Furnished,729,2,2,Low Rise,2010,15,North-East,18080000
HP02020,Bengaluru,Apartment,3,4,1,Semi-Furnished,1256,2,19,High Rise,2021,4,South-East,17480000
HP00342,Ahmedabad,Studio,0,2,0,Semi-Furnished,386,5,12,High Rise,2006,19,North-East,2400000
HP01084,Pune,Row House,1,1,2,Semi-Furnished,467,1,2,Standalone Building,2013,12,West,6460000
HP01515,Delhi NCR,Apartment,3,4,2,Furnished,1324,3,11,Gated Community,2017,8,North-West,19480000
HP01627,Bengaluru,Apartment,2,3,1,Semi-Furnished,864,1,2,Standalone Building,2010,15,West,9830000
HP01522,Kolkata,Apartment,1,2,1,Semi-Furnished,634,16,36,High Rise,2013,12,North-East,8270000
HP00299,MMR,Independent House,3,4,2,Furnished,1360,0,2,Bungalow,2003,22,North-East,33070000
HP01223,Kolkata,Apartment,1,2,2,Unfurnished,781,12,27,High Rise,2017,8,West,10570000
HP00964,Bengaluru,Independent House,3,4,2,Semi-Furnished,1426,0,3,Bungalow,2022,3,South-East,20480000
HP01255,Delhi NCR,Apartment,2,3,1,Unfurnished,949,19,32,High Rise,2025,0,North-West,12280000
HP01021,Pune,Apartment,3,4,1,Unfurnished,1085,4,8,Mid Rise,2023,2,North,13080000
HP00116,Chennai,Apartment,2,3,1,Semi-Furnished,1219,0,2,Standalone Building,2023,2,South-East,17070000
HP00889,Bengaluru,Apartment,3,3,1,Furnished,1029,13,14,High Rise,2007,18,South-East,13340000
HP00286,Hyderabad,Apartment,2,3,1,Semi-Furnished,971,8,12,High Rise,2022,3,North-West,12140000
HP01541,Chennai,Apartment,3,4,1,Unfurnished,1505,9,27,High Rise,2012,13,South-East,16770000
HP00494,Hyderabad,Independent House,3,4,2,Semi-Furnished,1083,0,1,Bungalow,2006,19,South,11340000
HP01065,Delhi NCR,Independent House,5,6,1,Semi-Furnished,1918,2,3,Low Rise,2018,7,West,30600000
HP01293,Bengaluru,Apartment,1,1,2,Unfurnished,674,4,7,Gated Community,2020,5,North,7830000
HP00729,Bengaluru,Row House,3,4,1,Furnished,1202,0,3,Bungalow,2021,4,North-West,18310000
HP01550,MMR,Row House,3,4,1,Furnished,1227,0,5,Standalone Building,2014,11,South-East,31760000
HP00904,Chennai,Independent House,3,3,2,Semi-Furnished,1104,0,3,Bungalow,2025,0,East,15500000
HP00289,Pune,Independent House,3,3,2,Semi-Furnished,1137,6,6,Gated Community,2013,12,North-West,14670000
HP01388,Bengaluru,Studio,0,2,0,Semi-Furnished,433,31,35,High Rise,2007,18,North-West,4820000
HP00308,MMR,Independent House,4,4,2,Furnished,1918,0,3,Bungalow,2010,15,North-East,42650000
HP01553,Delhi NCR,Apartment,2,3,1,Unfurnished,868,9,22,High Rise,2007,18,South-East,11350000
HP00557,MMR,Apartment,2,3,1,Semi-Furnished,899,2,4,Low Rise,2018,7,North,19700000
HP00205,MMR,Apartment,2,3,1,Unfurnished,1076,5,11,Gated Community,2013,12,South,22740000
HP00528,Delhi NCR,Apartment,2,3,1,Furnished,767,9,12,Mid Rise,2025,0,South-West,11890000
HP00508,Bengaluru,Villa,6,7,3,Semi-Furnished,3562,1,4,Standalone Building,2025,0,West,66570000
HP00012,Delhi NCR,Apartment,2,3,3,Furnished,1070,2,9,Mid Rise,2013,12,East,13470000
HP02062,Kolkata,Apartment,2,3,1,Unfurnished,810,6,9,Gated Community,2025,0,South-East,10200000
HP01103,Hyderabad,Apartment,2,3,1,Unfurnished,1179,4,9,Mid Rise,2022,3,West,15770000
HP00323,Pune,Apartment,3,4,2,Semi-Furnished,1360,0,3,Low Rise,2025,0,North-West,20040000
HP00716,Delhi NCR,Apartment,2,2,1,Unfurnished,1294,4,10,Mid Rise,2022,3,East,17750000
HP01682,Pune,Apartment,2,3,1,Semi-Furnished,1187,7,22,High Rise,2019,6,North-West,16150000
HP00714,Pune,Apartment,3,4,3,Unfurnished,1879,8,11,Gated Community,2017,8,South-East,22820000
HP00484,Chennai,Apartment,2,2,2,Semi-Furnished,815,7,7,Gated Community,2020,5,East,9640000
HP01748,MMR,Penthouse,4,4,3,Unfurnished,1806,13,15,High Rise,2015,10,North-East,47650000
HP00967,MMR,Penthouse,4,4,2,Semi-Furnished,1886,2,30,High Rise,2022,3,North,58740000
HP01162,Pune,Apartment,2,3,3,Semi-Furnished,965,18,27,High Rise,2010,15,South-East,10770000
HP01109,Pune,Independent House,2,2,2,Semi-Furnished,1240,0,3,Bungalow,2021,4,South-West,14280000
HP01597,Delhi NCR,Studio,0,2,1,Furnished,423,25,30,High Rise,2007,18,East,4530000
HP00685,Kolkata,Apartment,4,4,1,Semi-Furnished,1596,5,10,Mid Rise,2020,5,South,16280000
HP02319,Ahmedabad,Apartment,3,3,1,Unfurnished,1887,4,11,Gated Community,2020,5,South-West,14780000
HP00855,Delhi NCR,Studio,0,1,1,Unfurnished,520,39,39,High Rise,2016,9,South-East,7010000
HP02205,Kolkata,Apartment,1,2,1,Furnished,660,12,18,High Rise,2011,14,South-East,7860000
HP01704,Chennai,Studio,0,1,1,Furnished,543,4,11,Mid Rise,2024,1,West,7550000
HP01026,MMR,Villa,3,3,1,Semi-Furnished,1520,3,4,Standalone Building,2016,9,South,37470000
HP01452,Hyderabad,Apartment,2,3,1,Furnished,1265,3,33,High Rise,1997,28,North-West,12870000
HP01473,Ahmedabad,Apartment,1,2,2,Furnished,730,2,2,Standalone Building,2025,0,North,5600000
HP01157,Delhi NCR,Villa,5,6,1,Furnished,3367,1,2,Low Rise,2012,13,North-West,56200000
HP01313,Delhi NCR,Villa,3,4,2,Unfurnished,1088,2,2,Standalone Building,2018,7,South-East,17510000
HP00008,Hyderabad,Villa,4,5,3,Semi-Furnished,1480,8,12,Gated Community,2013,12,East,26710000
HP00427,Chennai,Independent House,4,5,1,Semi-Furnished,1839,2,4,Standalone Building,1997,28,North-West,23460000
HP01999,Pune,Penthouse,2,2,3,Unfurnished,1236,1,26,High Rise,2013,12,North-East,23130000
HP01299,Pune,Apartment,3,4,2,Unfurnished,1049,2,8,Gated Community,2011,14,East,13970000
HP01898,Pune,Villa,4,4,2,Unfurnished,2164,1,5,Standalone Building,2021,4,South-West,24960000
HP01120,Hyderabad,Studio,0,2,1,Furnished,408,1,10,Mid Rise,2013,12,South-East,3770000
HP01883,Delhi NCR,Apartment,2,3,1,Semi-Furnished,1287,5,11,Gated Community,2019,6,South,18720000
HP00819,Pune,Villa,3,4,1,Unfurnished,1699,0,3,Standalone Building,2018,7,North,24650000
HP00977,Chennai,Apartment,1,1,1,Semi-Furnished,605,7,12,Gated Community,2025,0,South-West,8470000
HP02028,Chennai,Villa,3,4,2,Unfurnished,1706,1,8,Gated Community,2007,18,South,24220000
HP00081,Bengaluru,Apartment,3,4,1,Unfurnished,1339,3,10,Mid Rise,2016,9,South-West,17870000
HP01551,Delhi NCR,Apartment,3,3,2,Unfurnished,1747,3,6,Mid Rise,2009,16,North-West,18170000
HP01017,MMR,Studio,0,1,1,Furnished,425,7,11,Mid Rise,2021,4,South-East,9210000
HP00373,Pune,Apartment,3,4,2,Unfurnished,1429,26,27,High Rise,2013,12,South,17120000
HP01734,Bengaluru,Independent House,6,7,2,Unfurnished,3190,0,2,Bungalow,2010,15,West,47390000
HP02292,Bengaluru,Villa,3,4,1,Furnished,1727,0,3,Bungalow,2020,5,South,25220000
HP00959,Bengaluru,Studio,0,2,1,Furnished,548,5,6,Mid Rise,1998,27,North,6670000
HP01311,Bengaluru,Row House,1,1,1,Furnished,462,0,4,Low Rise,2015,10,West,6730000
HP00047,Ahmedabad,Apartment,1,1,2,Furnished,755,7,22,High Rise,2013,12,North-West,6260000
HP01256,Kolkata,Studio,0,2,0,Semi-Furnished,450,2,2,Standalone Building,2014,11,North-East,4160000
HP01732,Bengaluru,Apartment,1,2,2,Furnished,649,4,7,Gated Community,2012,13,North,8680000
HP02331,Chennai,Apartment,4,5,1,Unfurnished,2440,2,8,Gated Community,2024,1,North-West,31440000
HP00264,Chennai,Apartment,1,1,2,Unfurnished,614,35,39,High Rise,2024,1,North-West,8830000
HP01175,MMR,Apartment,1,2,1,Furnished,525,3,8,Gated Community,2022,3,North,13310000
HP01774,Kolkata,Apartment,4,5,1,Semi-Furnished,1783,5,12,High Rise,2019,6,North-West,19360000
HP01864,MMR,Penthouse,5,5,2,Semi-Furnished,2490,12,22,High Rise,2022,3,South-East,79710000
HP00815,MMR,Studio,0,2,1,Furnished,499,14,17,High Rise,2015,10,South-East,10970000
HP01199,Delhi NCR,Apartment,1,1,2,Semi-Furnished,738,4,12,Mid Rise,2010,15,South-East,10970000
HP00587,Pune,Independent House,3,4,2,Unfurnished,1634,4,4,Standalone Building,2022,3,South-West,21350000
HP01592,Pune,Villa,3,4,1,Unfurnished,1853,1,2,Standalone Building,2010,15,South-East,23690000
HP00885,Pune,Studio,0,2,0,Furnished,399,34,37,High Rise,2014,11,South-East,4420000
HP01666,Ahmedabad,Apartment,2,3,1,Semi-Furnished,761,1,2,Standalone Building,2006,19,South-East,5150000
HP01793,Bengaluru,Apartment,2,3,2,Unfurnished,747,2,12,Gated Community,2012,13,West,9530000
HP01500,Chennai,Independent House,5,5,2,Unfurnished,2859,0,3,Bungalow,2024,1,South,38600000
HP00203,Chennai,Apartment,4,4,1,Semi-Furnished,1891,5,9,Mid Rise,2025,0,East,28470000
HP01428,Delhi NCR,Apartment,2,3,1,Semi-Furnished,968,1,3,Standalone Building,2009,16,North,10730000
HP00843,Kolkata,Penthouse,5,6,1,Semi-Furnished,2070,14,32,High Rise,2010,15,East,32310000
HP00947,MMR,Apartment,2,3,2,Semi-Furnished,1193,5,6,Gated Community,2010,15,South,28010000
HP02131,Delhi NCR,Apartment,1,2,2,Semi-Furnished,603,1,6,Mid Rise,2018,7,North-East,8010000
HP02191,Pune,Studio,0,1,1,Semi-Furnished,446,6,34,High Rise,2000,25,West,4700000
HP01225,Kolkata,Apartment,1,2,2,Semi-Furnished,517,14,28,High Rise,2018,7,West,6790000
HP01216,MMR,Apartment,3,4,1,Furnished,1350,2,11,Mid Rise,2022,3,North,36090000
HP01126,Chennai,Apartment,3,4,1,Unfurnished,1230,1,2,Standalone Building,2006,19,North-East,14650000
HP00822,Chennai,Apartment,3,4,3,Unfurnished,1803,12,12,Mid Rise,2014,11,North-West,23680000
HP00438,Hyderabad,Penthouse,2,2,2,Semi-Furnished,931,2,14,High Rise,2007,18,East,13910000
HP00123,Chennai,Apartment,2,2,1,Semi-Furnished,1208,4,9,Mid Rise,2010,15,North-East,16740000
HP00132,Hyderabad,Independent House,5,5,2,Furnished,1923,1,8,Gated Community,2020,5,East,22990000
HP00450,Ahmedabad,Studio,0,1,0,Unfurnished,455,1,2,Standalone Building,2007,18,West,3200000
HP01119,Pune,Row House,3,4,2,Unfurnished,1808,1,4,Low Rise,2025,0,South,22750000
HP01645,Chennai,Apartment,3,3,2,Semi-Furnished,1153,1,7,Mid Rise,2023,2,South,13930000
HP01132,Delhi NCR,Apartment,2,3,1,Unfurnished,1150,5,6,Mid Rise,2006,19,West,15110000
HP00667,Ahmedabad,Independent House,2,3,1,Unfurnished,1158,0,3,Bungalow,2025,0,East,8070000
HP00080,Delhi NCR,Penthouse,5,6,2,Semi-Furnished,4038,31,32,High Rise,2014,11,West,60320000
HP00016,Hyderabad,Apartment,2,2,1,Unfurnished,1025,3,5,Standalone Building,2009,16,North-East,11830000
HP00218,Kolkata,Apartment,3,4,1,Semi-Furnished,1131,2,2,Standalone Building,2021,4,West,12570000
HP01790,Pune,Studio,0,2,1,Semi-Furnished,544,10,11,Mid Rise,2021,4,West,6360000
HP00461,Kolkata,Apartment,3,3,2,Semi-Furnished,1665,1,16,High Rise,2020,5,South,17830000
HP01436,Ahmedabad,Apartment,2,2,1,Semi-Furnished,1174,10,11,Gated Community,2005,20,East,7510000
HP00465,MMR,Penthouse,3,4,2,Furnished,1863,17,33,High Rise,2004,21,North,61340000
HP01179,Bengaluru,Apartment,1,2,1,Semi-Furnished,535,6,12,Gated Community,2004,21,North-East,6050000
HP01528,Hyderabad,Independent House,3,4,1,Unfurnished,1482,0,3,Bungalow,2024,1,East,18190000
HP01027,Kolkata,Apartment,2,3,1,Unfurnished,1085,1,7,Mid Rise,2025,0,South-West,12130000
HP01676,Chennai,Apartment,3,3,1,Semi-Furnished,1621,1,19,High Rise,2014,11,East,22890000
HP01063,Chennai,Apartment,1,2,1,Unfurnished,521,11,12,Gated Community,2015,10,East,5700000
HP00098,Bengaluru,Independent House,5,5,1,Furnished,2373,5,6,Gated Community,2005,20,North,28450000
HP00072,MMR,Independent House,5,6,2,Semi-Furnished,3831,6,7,Gated Community,2017,8,West,96060000
HP00466,Chennai,Row House,2,3,1,Semi-Furnished,870,0,4,Standalone Building,2019,6,North-West,10120000
HP01168,Chennai,Apartment,4,5,1,Semi-Furnished,2440,2,7,Mid Rise,2008,17,East,29610000
HP00485,Ahmedabad,Villa,5,6,1,Semi-Furnished,3385,2,3,Standalone Building,2015,10,East,29550000
HP02054,MMR,Apartment,4,5,2,Furnished,1811,8,11,Gated Community,2011,14,South,39670000
HP02284,Hyderabad,Apartment,2,3,3,Unfurnished,1206,30,34,High Rise,2005,20,West,11370000
HP01929,Ahmedabad,Studio,0,1,0,Semi-Furnished,408,11,12,Mid Rise,2019,6,South-West,3000000
HP01602,Pune,Apartment,2,3,1,Unfurnished,1239,7,12,High Rise,2023,2,East,15490000
HP01332,Hyderabad,Independent House,2,2,1,Unfurnished,1008,0,3,Bungalow,2011,14,North-East,11390000
HP00548,Pune,Apartment,3,3,1,Semi-Furnished,1292,4,7,Gated Community,2015,10,West,15800000
HP01270,Kolkata,Apartment,3,4,2,Semi-Furnished,1087,3,7,Mid Rise,2021,4,East,11620000
HP01415,Hyderabad,Studio,0,2,1,Unfurnished,444,7,7,Mid Rise,2022,3,South-East,4970000
HP01832,Delhi NCR,Apartment,2,2,3,Furnished,758,6,16,High Rise,2015,10,West,9710000
HP01668,Kolkata,Apartment,1,1,2,Semi-Furnished,613,1,3,Standalone Building,2025,0,North-East,7840000
HP02134,Delhi NCR,Villa,5,5,1,Semi-Furnished,1958,8,9,Gated Community,2017,8,West,36280000
HP01281,Ahmedabad,Apartment,3,4,1,Unfurnished,1833,3,5,Standalone Building,2015,10,West,13670000
HP02003,Ahmedabad,Apartment,1,1,2,Semi-Furnished,672,3,6,Mid Rise,2000,25,North,4610000
HP01890,Kolkata,Apartment,2,2,2,Unfurnished,1298,8,8,Mid Rise,2015,10,North,13660000
HP00884,MMR,Apartment,2,3,3,Furnished,884,4,10,Mid Rise,2015,10,North-East,21670000
HP00661,MMR,Row House,1,2,2,Unfurnished,582,2,3,Low Rise,2007,18,North-West,12800000
HP00859,Pune,Apartment,3,4,1,Semi-Furnished,1792,5,5,Low Rise,1997,28,South-West,18370000
HP00775,Ahmedabad,Studio,0,2,1,Unfurnished,488,24,24,High Rise,1992,33,West,2750000
HP00386,Pune,Apartment,1,2,3,Unfurnished,629,1,7,Mid Rise,2017,8,North-West,7710000
HP01616,Ahmedabad,Apartment,3,4,1,Unfurnished,1453,4,8,Gated Community,2009,16,North-East,9850000
HP00039,Delhi NCR,Apartment,1,2,2,Semi-Furnished,550,7,39,High Rise,2014,11,South-East,7470000
HP00707,Bengaluru,Apartment,2,2,1,Unfurnished,1261,2,9,Mid Rise,2023,2,South-West,19280000
HP02064,Kolkata,Apartment,2,2,1,Unfurnished,978,20,27,High Rise,2018,7,East,11090000
HP00745,MMR,Apartment,1,1,1,Furnished,752,3,4,Low Rise,2009,16,South-West,16230000
HP02243,Delhi NCR,Apartment,2,2,2,Unfurnished,972,2,10,Mid Rise,2025,0,South,12050000
HP01951,Kolkata,Studio,0,1,0,Unfurnished,322,4,21,High Rise,2019,6,North-East,3040000
HP01453,Delhi NCR,Row House,3,4,1,Semi-Furnished,1566,0,3,Bungalow,1991,34,South,18490000
HP01967,Ahmedabad,Apartment,2,3,1,Semi-Furnished,838,2,2,Standalone Building,2000,25,North-East,5500000
HP00907,MMR,Apartment,4,4,2,Semi-Furnished,2579,0,4,Low Rise,2015,10,North,60570000
HP01140,Chennai,Apartment,3,4,1,Unfurnished,1350,4,12,Mid Rise,2013,12,North-West,16190000
HP02097,Kolkata,Apartment,2,2,2,Furnished,1116,37,40,High Rise,2009,16,South-West,13920000
HP02307,Chennai,Penthouse,4,5,2,Semi-Furnished,2497,26,35,High Rise,2023,2,South,43470000
HP00908,Bengaluru,Apartment,3,3,1,Semi-Furnished,1255,37,38,High Rise,2017,8,South,15160000
HP02000,Delhi NCR,Apartment,3,4,1,Semi-Furnished,1585,9,11,Gated Community,2009,16,South-East,19530000
HP01965,Chennai,Apartment,2,3,3,Furnished,717,2,12,Gated Community,2005,20,North,8330000
HP00073,Kolkata,Apartment,2,3,3,Unfurnished,751,3,4,Low Rise,2014,11,East,7920000
HP00435,Pune,Apartment,2,3,1,Unfurnished,794,1,5,Low Rise,2022,3,North-East,11240000
HP01025,Chennai,Apartment,2,2,1,Unfurnished,875,5,8,Gated Community,2016,9,West,10490000
HP02299,Delhi NCR,Independent House,3,4,2,Furnished,1203,3,4,Low Rise,2012,13,North-East,14280000
HP00407,Chennai,Apartment,3,3,2,Unfurnished,1852,26,27,High Rise,2012,13,South,21860000
HP00689,Hyderabad,Independent House,4,5,2,Unfurnished,1578,0,3,Bungalow,2018,7,West,16930000
HP00446,Hyderabad,Apartment,4,4,1,Unfurnished,2176,14,17,High Rise,2008,17,South-East,22740000
HP00621,Pune,Apartment,2,3,2,Unfurnished,1120,7,30,High Rise,2025,0,West,13420000
HP00582,Bengaluru,Studio,0,2,1,Unfurnished,356,2,11,Mid Rise,2011,14,South-East,4050000
HP00370,Kolkata,Apartment,3,3,1,Semi-Furnished,1459,8,12,Mid Rise,2012,13,South-East,18790000
HP01527,MMR,Villa,6,7,2,Semi-Furnished,1822,0,2,Bungalow,2025,0,North-West,52100000
HP00718,Delhi NCR,Apartment,2,3,1,Unfurnished,989,3,8,Mid Rise,2016,9,South,13030000
HP01240,Chennai,Apartment,4,5,2,Semi-Furnished,2323,10,12,Gated Community,2013,12,East,29230000
HP01646,Bengaluru,Studio,0,2,1,Unfurnished,336,8,28,High Rise,2012,13,South,3660000
HP00251,Ahmedabad,Apartment,2,2,1,Unfurnished,1121,2,3,Standalone Building,2001,24,East,6520000
HP00656,Bengaluru,Villa,3,4,1,Semi-Furnished,1798,3,5,Low Rise,2016,9,West,23490000
HP00888,Chennai,Apartment,2,2,1,Semi-Furnished,1181,7,8,Gated Community,2009,16,South-West,14820000
HP02002,Ahmedabad,Row House,3,4,3,Furnished,1302,3,3,Low Rise,2025,0,North-West,12200000
HP00721,Delhi NCR,Apartment,4,4,1,Semi-Furnished,2071,1,9,Gated Community,2003,22,North-East,26900000
HP01014,Delhi NCR,Apartment,3,4,2,Semi-Furnished,1670,14,14,High Rise,2006,19,South,21340000
HP00786,Pune,Penthouse,3,4,2,Furnished,1611,18,37,High Rise,2016,9,South-East,28750000
HP00887,Chennai,Apartment,2,3,2,Semi-Furnished,1181,2,2,Standalone Building,2024,1,East,16760000
HP00307,Ahmedabad,Row House,1,1,1,Unfurnished,697,0,1,Bungalow,2020,5,West,5560000
HP00326,Delhi NCR,Apartment,1,1,2,Semi-Furnished,526,1,2,Standalone Building,2009,16,South-West,6600000
HP00113,MMR,Apartment,2,2,2,Semi-Furnished,930,16,17,High Rise,2015,10,North-West,24820000
HP01143,Kolkata,Penthouse,4,5,1,Furnished,1778,18,34,High Rise,2018,7,North-East,26500000
HP01804,Hyderabad,Villa,4,5,2,Unfurnished,1658,0,3,Bungalow,2022,3,South-East,29620000
HP00090,Hyderabad,Penthouse,6,6,1,Semi-Furnished,2033,12,15,High Rise,2009,16,South,24650000
HP01877,Hyderabad,Row House,2,3,2,Semi-Furnished,1198,0,1,Bungalow,2014,11,South-East,15930000
HP00444,MMR,Independent House,4,4,2,Furnished,1960,0,5,Low Rise,2018,7,West,50800000
HP00498,Pune,Penthouse,4,5,2,Unfurnished,1912,2,29,High Rise,2025,0,North-East,33860000
HP00352,Kolkata,Independent House,3,4,1,Unfurnished,1620,0,5,Standalone Building,2025,0,North-East,17970000
HP01893,Bengaluru,Apartment,1,2,1,Unfurnished,573,9,29,High Rise,2011,14,North,7670000
HP00566,Ahmedabad,Villa,4,5,1,Unfurnished,2219,1,2,Standalone Building,2010,15,South-East,17590000
HP01262,Chennai,Apartment,3,4,1,Furnished,1034,7,12,Mid Rise,2015,10,East,12010000
HP02180,Bengaluru,Villa,4,4,1,Semi-Furnished,2338,3,3,Standalone Building,2014,11,West,38830000
HP01523,Kolkata,Apartment,1,1,2,Semi-Furnished,692,9,11,Mid Rise,2013,12,South,8020000
HP00644,Pune,Villa,4,4,2,Unfurnished,2374,0,1,Bungalow,2014,11,South-East,35690000
HP01589,Pune,Independent House,4,5,1,Unfurnished,1896,0,4,Standalone Building,2010,15,South-West,20570000
HP02157,Hyderabad,Row House,2,2,1,Semi-Furnished,1265,0,4,Low Rise,2014,11,South-East,14970000
HP00512,Ahmedabad,Apartment,2,3,1,Unfurnished,1269,13,25,High Rise,2014,11,East,12670000
HP01141,Pune,Apartment,3,4,2,Semi-Furnished,1431,21,38,High Rise,2025,0,North-West,18100000
HP02305,Ahmedabad,Row House,2,3,1,Semi-Furnished,822,1,2,Standalone Building,2015,10,East,7990000
HP00554,Bengaluru,Apartment,1,1,3,Semi-Furnished,687,18,18,High Rise,2025,0,East,11080000
HP01685,Chennai,Independent House,5,5,2,Unfurnished,3542,6,10,Gated Community,2011,14,West,51690000
HP00572,Pune,Studio,0,1,0,Unfurnished,531,2,4,Standalone Building,2007,18,North-West,5380000
HP01004,Kolkata,Row House,1,2,2,Semi-Furnished,567,0,2,Standalone Building,2018,7,North-West,5810000
HP00181,Delhi NCR,Apartment,2,2,1,Semi-Furnished,764,4,18,High Rise,2022,3,North-West,12830000
HP01327,Chennai,Apartment,3,3,1,Semi-Furnished,1542,6,9,Gated Community,2009,16,West,16360000
HP01489,Hyderabad,Apartment,3,3,2,Furnished,1376,7,10,Gated Community,2022,3,East,15380000
HP01085,Kolkata,Apartment,2,2,2,Semi-Furnished,954,3,3,Standalone Building,2024,1,South-East,10070000
HP00088,Pune,Apartment,2,2,1,Unfurnished,716,8,19,High Rise,2011,14,South-East,9430000
HP01813,Ahmedabad,Apartment,3,4,1,Unfurnished,1491,1,9,Mid Rise,2019,6,South-West,9650000
HP00044,Chennai,Apartment,4,4,2,Unfurnished,2409,7,8,Mid Rise,2012,13,South-East,30840000
HP00932,Hyderabad,Apartment,2,2,2,Semi-Furnished,998,6,6,Mid Rise,2017,8,North-West,12310000
HP00420,Kolkata,Apartment,3,4,1,Unfurnished,1814,3,8,Mid Rise,2010,15,North-West,17630000
HP00220,Delhi NCR,Apartment,1,2,1,Semi-Furnished,613,2,10,Gated Community,2020,5,South,8810000
HP00769,Delhi NCR,Apartment,2,2,1,Furnished,1130,9,11,Gated Community,2008,17,East,14810000
HP01242,Bengaluru,Apartment,1,2,1,Semi-Furnished,479,4,12,Gated Community,2016,9,North-East,5560000
HP00870,Bengaluru,Apartment,2,2,2,Semi-Furnished,978,2,9,Gated Community,2005,20,South-West,13230000
HP02182,Kolkata,Apartment,2,2,1,Semi-Furnished,1146,8,9,Gated Community,2017,8,North-East,13820000
HP02118,Chennai,Studio,0,1,1,Unfurnished,488,32,36,High Rise,2017,8,East,6400000
HP01150,Kolkata,Apartment,2,2,2,Furnished,839,4,11,Mid Rise,2011,14,North-East,8630000
HP00625,Hyderabad,Independent House,3,3,1,Semi-Furnished,1875,0,1,Bungalow,2013,12,South-East,19140000
HP02350,Chennai,Apartment,1,2,2,Unfurnished,509,1,2,Standalone Building,2019,6,South-East,5720000
HP00643,Ahmedabad,Apartment,2,3,1,Unfurnished,976,17,31,High Rise,2018,7,South,7460000
HP01384,Kolkata,Villa,5,6,2,Furnished,2512,5,5,Standalone Building,2010,15,North-West,29440000
HP01803,MMR,Apartment,3,3,1,Semi-Furnished,1788,26,39,High Rise,2025,0,South,42560000
HP01524,Bengaluru,Villa,5,6,1,Semi-Furnished,2557,0,1,Bungalow,2009,16,West,42780000
HP02330,Hyderabad,Studio,0,2,0,Unfurnished,416,4,9,Mid Rise,2024,1,North-West,4040000
HP01779,Ahmedabad,Apartment,4,5,2,Unfurnished,1823,1,7,Mid Rise,2025,0,South-East,15230000
HP02122,Hyderabad,Apartment,2,2,1,Unfurnished,1126,17,28,High Rise,2003,22,South-East,12090000
HP01766,Chennai,Row House,1,2,2,Semi-Furnished,664,0,3,Bungalow,2007,18,South-East,10000000
HP02193,Hyderabad,Independent House,5,6,1,Unfurnished,2071,9,9,Gated Community,2012,13,North-West,23440000
HP01736,Bengaluru,Apartment,2,3,2,Furnished,846,3,9,Gated Community,2008,17,North,10190000
HP01349,Bengaluru,Independent House,3,4,3,Furnished,1697,2,12,Gated Community,2021,4,South-East,22730000
